Commentaire,Séance,Module,Aspect,Polarité,Sentiment,Attitude,Valeur,Attente
Cours bien structuré et permettant de revoir ou de découvrir concepts clés et outils professionnels susceptibles d'être réutilisés dans mon champ professionnel. ,/,reussir-le-changement,S,P,J,NE,U,NE
"Un corps professoral très pédagogue, des cours très bien structurés. C'était un plaisir d'apprendre via cette certification accessible même aux plus novices. ",/,reussir-le-changement,S,P,J,NE,U,NE
"MOOC très bien fait, très enrichissant et permettant de prendre le recul nécessaire sur ce sujet capital qu'est l'accompagnement du changement. Merci encore.",/,reussir-le-changement,G,P,J,NE,NE,NE
Très interessant et bien documenté. Je trouve cependant qu'il manque une simple vidéo de conclusion rappelant les grands thèmes de la conduite du changement,/,reussir-le-changement,G,P,J,NE,I,NE
"MOOC fort intéressant , il manque juste un plan pour suivre les étapes de la mise en place d'un projet de changement  avant même de nous donner les outils.",/,reussir-le-changement,G,P,J,NE,I,NE
"Très bien construit, inspirant, ce cours est idéal pour les débutants et également pour des professionnels en quête d'une mise à jour / revue des bases.",/,reussir-le-changement,G,P,J,NE,I,P
Un cours très enrichissant avec un contenu complet et clair. Je le recommande à toute personne désireuse d'avoir des notion en management du changement.,/,reussir-le-changement,G,P,J,NE,U,NE
Mooc a la fois très court et très dense. C'est un  bon outil pour commencer à mieux appréhender la conduite du changement et à en maîtriser les outils. ,/,reussir-le-changement,G,P,J,NE,U,NE
Contenu très pertinent et intervenants intéressants dExcellente pédagogie et supports de cours utiles.Merci à tous les intervenants.Merci à l'ESSEC.,/,reussir-le-changement,Pr,P,J,A,U,NE
Très facile à suivre et à comprendre. Structure bien le process de la conduite du changement. Permet de ne rien oublier et de respecter les étapes,/,reussir-le-changement,G,P,J,NE,NE,P
Une formation très enrichissante et permet d'appréhender la notion du la conduite de changement et de l'accompagnement de changement avec aisance,/,reussir-le-changement,C,P,J,NE,NE,NE
Excellent Outil pour comprendre et manager le changement organisationnel.Mooc très réussi avec l'excellence educative de l'ESSEC Business School.,/,reussir-le-changement,G,P,J,NE,NE,NE
"Cours très intéressant! A la fois exhaustif et synthétique, il donne une très bonne vision de toutes les dimensions du changement en entreprise.",/,reussir-le-changement,G,P,J,NE,I,NE
"Je tiens à vous remercier pour votre accompagnement, et pour ce cours que je juge, riche par ses propos et ses informations.encore un fois merci  ",/,reussir-le-changement,G,P,J,A,NE,NE
"j'ai très apprécier le cours, il ma aidé a comprendre une période de ma vie professionnel lorsque ma société a été acheté par un autre groupe.  ",/,reussir-le-changement,G,P,J,NE,U,NE
"Cours très structuré, je le recommande vivement à toute personne pour mieux comprendre les enjeux et les outils de la conduite du changement.",/,reussir-le-changement,S,P,J,NE,NE,NE
Cours très complet sur la conduite du changement. Approche théorique et méthodologique. J'en vois d'emblée les applications pratiques. Merci. ,/,reussir-le-changement,C,P,J,A,NE,NE
"Excellent cours permettant de pouvoir appréhender le changement en entreprise, nécessaire dans notre société en perpétuelle transformation.",/,reussir-le-changement,G,P,J,NE,U,NE
Excellent cours. Beaucoup de notions intéressantes et bien dosées pour assimiler Le processus de changement Sans s'ennuyer. Bravo et merci,/,reussir-le-changement,C,P,J,A,I,NE
A répondu totalement à mes attentes et a consolidé mes compétences. J'ai pu faire le lien avec mes expériences passées. Merci pour ce MOOC,/,reussir-le-changement,G,P,J,A,U,NE
le cours a été très intéressant! J'ai appris de nombreux concepts et c'est une formation pour le nouveau domaine auquel je suis confronté,/,reussir-le-changement,G,P,J,NE,I,NE
Synthèse pertinente et proposition valable pour envisager le sujet. Cours à recommander pour établir un premier tour d'horizon. Michel H,/,reussir-le-changement,G,P,J,NE,NE,NE
Excellentes bases pour débuter l'apprentissage et comprendre ce que représente le changement. Merci à toute l'équipe de la Chaire ESSEC,/,reussir-le-changement,G,P,J,A,NE,NE
"Très pratique et rapide en termes d'apprentissage.Facile à recommander à un apprenant ""tiers"" avant une intervention en entreprise.",/,reussir-le-changement,G,P,J,NE,NE,P
Cours très intéressant pour un néophyte en la matière ! A approfondir par d'autres méthodes d'enseignement et de mise en pratique.,/,reussir-le-changement,G,P,J,NE,I,P
"Très bon cours, synthétique, efficace, permet de faire le lien avec le vécu opérationnel sur mes différents postes en entreprise.",/,reussir-le-changement,G,P,J,NE,U,NE
"Formation très éclairante sur la thématique. Cela manque un peu d'interaction, mais la qualité du contenu vaut vraiment la peine.",/,reussir-le-changement,C,P,J,NE,NE,NE
Un cours très complet et outillé qui reprend les modèles traditionnels et nous amène progressivement vers les méthodes agiles.,/,reussir-le-changement,C,P,J,NE,NE,NE
"On me l'a recommandé et je suis vraiment satisfait tant sur le contenu dispensé, le déroulement des vidéos ainsi que les Quiz.",/,reussir-le-changement,C,P,J,NE,I,NE
"Excellent tour d'horizon de l'historique du changement, de la sociologie et des pratiques modernes pour réussir le changement",/,reussir-le-changement,C,P,J,NE,NE,NE
"Ce cours est très bien structuré, les modules sont bien proportionnés un niveau du temps.J'ai eu plaisir à suivre ce module.",/,reussir-le-changement,S,P,J,NE,I,NE
Un cours très intéressant et utile qui m'a permis d'apprendre plein de choses et a enrichi le regard porté sur mon travail,/,reussir-le-changement,G,P,J,NE,I,NE
très instructif ce module ma permis de comprendre plusieurs chois en entreprise et de savoir comment opérer un changement.,/,reussir-le-changement,G,P,J,NE,U,NE
Merci pour ce cours et toutes les notions apportées.Attention aux fautes d'orthographe/de frappe dans la transcription.,/,reussir-le-changement,G,P,J,A,NE,NE
"Cours très intéressant et dynamique ! Le changement est abordé sous toutes ses formes, à tous les niveaux hiérarchique.",/,reussir-le-changement,G,P,J,NE,I,NE
"Excellent cours, très complet qui apporte des solutions concrètes en matière de change management et des outils simple",/,reussir-le-changement,C,P,J,NE,NE,NE
"les vidéos sont agréables et claires, merci pour ces cours intéressants. J'ai pris des notes et je les garde précieuse",/,reussir-le-changement,C,P,J,NE,I,NE
Excellent MOOC sur la conduite du changement... peut-être à argumenter plus le modèle Agile de conduite du changement,/,reussir-le-changement,G,P,J,NE,NE,NE
un cours complet sur la conduite de changementdes thèmes abordés essentiels en rapport avec la gestion d'entreprise.,/,reussir-le-changement,C,P,J,NE,NE,NE
Donne une très bonne visibilité de la démarche à suivre pour réussir le changement. Merci vivement pour le partage ,/,reussir-le-changement,G,P,J,A,NE,NE
Un cours tres interessant pour les gens qui veulent reussir et debuter le changement au sein de leur organisation,/,reussir-le-changement,G,P,J,NE,U,NE
"Cours très complet, bien que les questions manquent parfois de cohérence avec le contenu du cours le précédant.",/,reussir-le-changement,C,P,J,NE,NE,NE
"Très bon cours, permet de prendre de la hauteur et de revenir aux fondamentaux de la conduite du changement. ",/,reussir-le-changement,G,P,J,NE,U,NE
Cours qui m'a permis de reprendre les bases de la conduite du chnagement et faire un lien avec mes pratiques ,/,reussir-le-changement,G,P,J,NE,U,NE
Cours complet qui offre un beau panorama des théories et des pratiques en matière de Conduite du Changement ,/,reussir-le-changement,C,P,J,NE,NE,NE
"Très bon cours et intervenants, cela donne envie d'approfondir encore et encore la conduite du changement.",/,reussir-le-changement,Pr,P,J,NE,I,NE
Cours très important pour toute personne ayant une formation initial en management des entreprises.Merci,/,reussir-le-changement,G,P,J,A,U,NE
"Excellente introduction, dont l'aspect opérationnel permet de comprendre les leviers de mise en oeuvre",/,reussir-le-changement,G,P,J,NE,NE,NE
cest un très bon cours pour des managers qui sont et qui pourront piloter les conduites de changement,/,reussir-le-changement,G,P,J,NE,U,NE
formation très enrichissante personnellement et professionnellement avec des intervenants dynamiques.,/,reussir-le-changement,Pr,P,J,NE,A,NE
C'est un cours très intéressant à suivre et très opérationnel. Je recommande vivement ce Cours.Merci ,/,reussir-le-changement,G,P,J,A,I,NE
Très structurant! Bon équilibre et bonne répartition du temps par semaine. Très agréable à utiliser,/,reussir-le-changement,S,P,J,NE,I,NE
le rythme est un peu lent. Peut on prévoir la capacité d'accélérer les vidéos des intervenants.,/,reussir-le-changement,S,N,M,NE,NE,NE
"Je  comprends maintenant en quoi l'ESSEC est une grand école, cours vraiment très enrichissant.",/,reussir-le-changement,G,P,J,NE,NE,NE
Très bon Mooc pour avoir une vision globale du domaine de la conduite du changement  !Merci :),/,reussir-le-changement,G,P,J,A,U,NE
Cours très bien construits qui permet d'intégrer les différentes étapes de façon progressive,/,reussir-le-changement,S,P,J,NE,NE,NE
je suis heureux pour ce cours car ce cours me permet d’acquérir des compétences managériale,/,reussir-le-changement,G,P,J,NE,U,NE
"Très bon cours. Clair, bien détaillé, avec de nombreux exemples. Merci à toute votre équipe",/,reussir-le-changement,C,P,J,A,NE,NE
excellent cours qui m'a permis d'apprendre plusieurs choses sur la conduite du changement,/,reussir-le-changement,G,P,J,NE,NE,NE
J'ai appris plein de choses à travers cette formation et pour laquelle je vous remercie.,/,reussir-le-changement,G,P,J,A,NE,NE
Tres bon cours mais j'ai besoin de mon attention car j'ai déjà payé le montant demandé.,/,reussir-le-changement,G,P,J,NE,NE,NE
excellent cours qui me permet aujourd'hui de mieux orienter l'equipe que je gère.,/,reussir-le-changement,G,P,J,NE,U,NE
"Cours très intéressant, présentant des outils utiles à la conduite du changement.  ",/,reussir-le-changement,C,P,J,NE,U,NE
"Très bien, didactique pédagogique que j'ai déjà recommande autour de moi. MERCI",/,reussir-le-changement,G,P,J,A,NE,NE
J'ai appris beaucoup et cela a aussi confirmé des choses que je faisais déjà,/,reussir-le-changement,G,P,J,NE,A,NE
Extrêmement riche et pourtant rapide compte tenu de tous les sujets balayés.,/,reussir-le-changement,C,P,J,NE,NE,NE
Très bonne initiative de la part des experts en conduite du changement.Merci,/,reussir-le-changement,G,P,J,A,NE,NE
Très bonne introduction aux concepts de la conduite du changement,/,reussir-le-changement,G,P,J,NE,NE,NE
"Très bon cours ! Concis, parfait ! Ça donne envie de suivre plus de cours ! ",/,reussir-le-changement,G,P,J,NE,NE,NE
"vidéos claires, quizz permettent de bien mémoriser ce qu'on vient de voir",/,reussir-le-changement,C,P,J,NE,NE,NE
Très utile pour enrichir ma pratique de coach et formateur en management,/,reussir-le-changement,G,P,J,NE,U,NE
J'ai acquis de nouveaux savoirs. Je recommande ce cours très important.,/,reussir-le-changement,G,P,J,NE,A,NE
Cours complets et répartis en 20 modules clairs et détaillés à la fois.,/,reussir-le-changement,C,P,J,NE,NE,NE
"Excellent cours, illustrations, commentaires et orateurs très adaptés",/,reussir-le-changement,G,P,J,NE,NE,NE
"Ce cours est excellent, clair, concis et très bien structuré. Merci.",/,reussir-le-changement,S,P,J,A,NE,NE
Très bon cours avec un contenu en lien avec le monde d'aujourd'hui,/,reussir-le-changement,C,P,J,NE,NE,NE
Des vidéos avec du contenu et des intervenants de qualité. Merci !,/,reussir-le-changement,C,P,J,A,NE,NE
Cours très instructif sur la gestion du changement et des acteurs,/,reussir-le-changement,G,P,J,NE,NE,NE
Un cours très intéressant qui colle aux réalités de l'entreprise.,/,reussir-le-changement,G,P,J,NE,I,NE
Les outils fournis et les vidéos sont vraiment extraordinaire !,/,reussir-le-changement,C,P,J,NE,NE,NE
Merci à La Chaire ESSEC du Management  et au cours enseignant!,/,reussir-le-changement,Pr,P,J,A,NE,NE
Cours très interessant. Les QCM sont par contre très simples. ,/,reussir-le-changement,C,P,J,NE,I,P
Mooc complet. Très intéressant avec des exemples et des cas.,/,reussir-le-changement,C,P,J,NE,I,NE
Des intervenants de qualité pour un mooc de grande qualité.,/,reussir-le-changement,Pr,P,J,NE,NE,NE
Formation très intéréssante! Merci encore pour le contenu!,/,reussir-le-changement,C,P,J,A,I,NE
Je trouve ce MOOC très instructif.Je recommande vivement.  ,/,reussir-le-changement,G,P,J,NE,NE,NE
excellent ! les intervenants sont brillants et maîtrisent,/,reussir-le-changement,Pr,P,J,NE,NE,NE
Tres bon module de formation pour tout manager ou leader,/,reussir-le-changement,G,P,J,NE,U,NE
"Bien présenté, claire et assez simple d'assimiler. Merci",/,reussir-le-changement,Pr,P,J,A,NE,NE
Mon premier MOOC Très abordable et efficaceje recommande,/,reussir-le-changement,G,P,J,NE,NE,NE
Cours complet et très bien expliqué. Agréable à suivre.,/,reussir-le-changement,C,P,J,NE,I,NE
"Une bonne formation, qui permet d'ouvrir des fenêtres s",/,reussir-le-changement,G,P,J,NE,U,NE
Un cours passionnant parce que concret et pragmatique.,/,reussir-le-changement,G,P,J,NE,I,NE
"Très intéressant, cours varié, j'ai appris énormément.",/,reussir-le-changement,C,P,J,NE,I,NE
"Un cours très intéressant, bien documenté et commenté. ",/,reussir-le-changement,G,P,J,NE,I,NE
Videos tres claires sur un sujet interessant et utile,/,reussir-le-changement,C,P,J,NE,U,NE
Un cours très enrichissant. Bravo à toute l'équipe !,/,reussir-le-changement,G,P,J,A,NE,NE
Très bonne préparation à la conduite du changement,/,reussir-le-changement,G,P,J,NE,NE,NE
"Modules court, très intéressants et pédagogiques. ",/,reussir-le-changement,G,P,J,NE,I,NE
Très agréable à suivre. Pleins d'enseignements.,/,reussir-le-changement,G,P,J,NE,I,NE
Très pédagogique et dans un bon rythme: Bravo !,/,reussir-le-changement,G,P,J,A,NE,NE
Un cours très intéressant et surtout très utile,/,reussir-le-changement,G,P,J,NE,U,NE
Super cours et les supports sont clairs. Merci,/,reussir-le-changement,C,P,J,NE,NE,NE
"Super cours, mais il manque des cas pratiques.",/,reussir-le-changement,G,P,J,NE,C,NE
"Très bonne formation, avec un très bon contenu",/,reussir-le-changement,C,P,J,NE,NE,NE
Très clair et donne une idée large du sujet,/,reussir-le-changement,G,P,J,NE,NE,NE
cours très intéressant ; bien expliqué,/,reussir-le-changement,G,P,J,NE,I,NE
"Très intéressant, slides très bien faites. ",/,reussir-le-changement,Pr,P,J,NE,I,NE
Présentations très claires et didactiques. ,/,reussir-le-changement,Pr,P,J,NE,NE,NE
cours très complet et opérationnel ! MERci,/,reussir-le-changement,C,P,J,A,NE,NE
Cours qui apporte de nombreux acquis,/,reussir-le-changement,G,P,J,NE,U,NE
"Excellent ! Prcis, exhaustif et concret.",/,reussir-le-changement,G,P,J,NE,NE,NE
"Très bon mooc, je recommande vivement. ",/,reussir-le-changement,G,P,J,NE,NE,NE
très instructif et très bien structuté,/,reussir-le-changement,S,P,J,NE,NE,NE
Particulièrement riche et intéressant,/,reussir-le-changement,G,P,J,NE,I,NE
Cours très utile et assez pragmatique,/,reussir-le-changement,G,P,J,NE,U,NE
"Merci pour ce MOOC, très intéressant",/,reussir-le-changement,G,P,J,A,I,NE
instructif et pédagogique : merci !,/,reussir-le-changement,G,P,J,A,NE,NE
Trés Utile et très bien expliqué!!,/,reussir-le-changement,G,P,J,NE,U,NE
Cours bien construit et accessible,/,reussir-le-changement,G,P,J,NE,NE,NE
Excellent MOOC. Merci beaucoup.,/,reussir-le-changement,G,P,J,A,NE,NE
"Complet, clair et opérationnel",/,reussir-le-changement,C,P,J,NE,NE,NE
"Court complet, très bien fait",/,reussir-le-changement,C,P,J,NE,NE,NE
très complet et efficient!,/,reussir-le-changement,C,P,J,NE,NE,NE
super cours !j'ai adoré !,/,reussir-le-changement,G,P,J,NE,I,NE
très pragmatique Merci,/,reussir-le-changement,G,P,J,A,NE,NE
Très bon et instructif,/,reussir-le-changement,G,P,J,NE,NE,NE
très bon MOOC ! Merci,/,reussir-le-changement,G,P,J,A,NE,NE
COURS TRES COMPLET ,/,reussir-le-changement,C,P,J,NE,NE,NE
très  intéressante,/,reussir-le-changement,G,P,J,NE,I,NE
Il a était súper!,/,reussir-le-changement,G,P,J,NE,NE,NE
Très opérationnel ,/,reussir-le-changement,G,P,J,NE,NE,NE
Très intéressant ,/,reussir-le-changement,G,P,J,NE,I,NE
Excellent cours ,/,reussir-le-changement,G,P,J,NE,NE,NE
excellent cours,/,reussir-le-changement,G,P,J,NE,NE,NE
Excellent cour,/,reussir-le-changement,G,P,J,NE,NE,NE
Très bien fait,/,reussir-le-changement,G,P,J,NE,NE,NE
super genial!!,/,reussir-le-changement,G,P,J,NE,NE,NE
MERCIBEAUCOUP,/,reussir-le-changement,G,P,J,A,NE,NE
Excellent !!,/,reussir-le-changement,G,P,J,NE,NE,NE
Très complet,/,reussir-le-changement,C,P,J,NE,NE,NE
intéressant,/,reussir-le-changement,G,P,J,NE,I,NE
Excellent !,/,reussir-le-changement,G,P,J,NE,NE,NE
Excellent!,/,reussir-le-changement,G,P,J,NE,NE,NE
Super MOOC,/,reussir-le-changement,G,P,J,NE,NE,NE
Très bien ,/,reussir-le-changement,G,P,J,NE,NE,NE
Excellent,/,reussir-le-changement,G,P,J,NE,NE,NE
Bien..,/,reussir-le-changement,G,P,J,NE,NE,NE
Clair,/,reussir-le-changement,G,P,J,NE,NE,NE
Top,/,reussir-le-changement,G,P,J,NE,NE,NE
"La stratégie RSE ne m'a pas pas semblé être au coeur du sujet contrairement au reporting extra-financier.Dans tous les cas, merci de nous avoir présenter ce sujet.",/,reporting-extra-financier-strategie-rse,G,P,P,A,NE,NE
"Les résumés de chaque semaine, sont les points clés de compréhension.",/,reporting-extra-financier-strategie-rse,C,NE,NE,NE,NE,NE
Les interview sont intéressantes mais manquent de structure. ,/,reporting-extra-financier-strategie-rse,S,NE,NE,NE,I,NE
Contenu pertinent mais la forme ne permet pas la meilleure appropriation du sujet à mon sens. ,/,reporting-extra-financier-strategie-rse,C,NE,NE,NE,NE,NE
Il faudrait le réactualiser ,/,reporting-extra-financier-strategie-rse,C,NE,NE,NE,NE,NE
Les témoignages de ce cours sont un vrai plus car cela rend les thématiques très concrètes,/,reporting-extra-financier-strategie-rse,C,P,J,NE,NE,NE
"les intervenants sont de haut niveau, ce qui favorise la mise en perspective et la réflexion.",/,reporting-extra-financier-strategie-rse,Pr,P,J,NE,NE,NE
"Les témoignages pourraient arriver après certains éléments de cours, pour venir illustrer plutôt qu'introduire ces éléments.",/,reporting-extra-financier-strategie-rse,C,NE,NE,NE,NE,NE
"j'aurais souhaité avoir plus de temps chaque semaine pour rendre les quiz et rapports facultatifs. Par exemple, inciter les étudiants à rendre un des devoirs facultatifs pour obtenir le certificat Coursera, mais en revanche ne pas laisser qu'une semaine pour le faire : deux ou trois seraient nécessaires. Et pour les quiz : indiquer par ex. qu'il faut effectuer le quiz de la semaine 1 pour accéder aux cours de la semaine 2, mais laisser aux élèves une semaine de plus pour effectuer le quiz si nécessaire. En clair, permettre à ceux qui le souhaitent d'effectuer ce MOOC en 4 semaines et à d'autres de l'effectuer en 8 ou 12 semaines par exemple, tout en bénéficiant des apports du forum et de la notation des travaux par les pairs.",/,reporting-extra-financier-strategie-rse,S,NE,NE,NE,NE,NE
"Seul bémol sur le format, les temps de lectures suggérés pour les ressources supplémentaires sont tous de 10 minutes. Hors, ni la transcription d'une vidéo de 5 minutes et un rapport de 70 pages ne se lisent pas en 10 minutes...",/,reporting-extra-financier-strategie-rse,S,N,M,NE,C,NE
 Mr Sibieude est très convaincant et des vidéos pas monotones. Je pense m'inscrire aux Mooc sur l'investissement durable.,/,reporting-extra-financier-strategie-rse,Pr,P,J,A,NE,NE
"Contenu très intéressant, format idéal (interviews de professionnels récurrents, et plusieurs points de vue sur le sujet, les ressources supplémentaires très utiles).",/,reporting-extra-financier-strategie-rse,C,P,J,NE,I,NE
"daté, Nécessiterait une revue  en profondeur Ce dont je me suis rendu compte au fur et à mesure des sessions, au fil de ma montée en compétence comme il est dit dans la semaine 4, le domaine est en perpétuelle évolution. Certaines références du cours sont ""obsolètes: Matrice de matérialité d'ENGIE revue, Guide reporting du Medef revue en 2017 (version 2012 dans le cours)",/,reporting-extra-financier-strategie-rse,C,N,M,NE,C,NE
Très interessant pour acquérir les éléments de langage donc mérite 4 étoiles,/,reporting-extra-financier-strategie-rse,G,P,J,NE,I,NE
 Les différents types d'intervenants se complètent.,/,reporting-extra-financier-strategie-rse,Pr,NE,NE,NE,NE,NE
 Les cours sont dynamiques.Les quiz mériteraient d'être un peu plus compliqués.,/,reporting-extra-financier-strategie-rse,C,P,J,NE,NE,NE
J'ai bien aimé ce cours qui m'a semblé assez complet pour une première approche du reporting extra financier lorsqu'on n'y connait pas grand-chose à la base.,/,reporting-extra-financier-strategie-rse,G,P,J,NE,I,NE
Petit bémol qui est exogène au cours : l'évolution de la législation. L'encadrement de la démarche RSE exposée dans ce cours n'est plus réellement d'actualité. ,/,reporting-extra-financier-strategie-rse,C,N,M,NE,NE,NE
"Cours très intéressant. Une bonne initiation à la RSE. Les interventions sont riches et claires,",/,reporting-extra-financier-strategie-rse,C,P,J,NE,I,NE
"Ce cours a été très instructif, j'ai beaucoup appris de cours. Je ne connaissais pas qu'on pouvait faire un reporting extra-financier c'est pour cela que j'ai opter pour ce mooc et je vous remercie de l'avoir mis en ligne.",/,reporting-extra-financier-strategie-rse,G,P,J,NE,I,NE
"Dommage par contre qu'il n'y ait pas d'exemples ""innovants"" d'entreprises ayant fait le choix de développer une stratégie RSE complète, sans y être obligé. ",/,reporting-extra-financier-strategie-rse,C,N,M,NE,C,NE
Excellente base pour consolider ses acquis. Merci ,/,reporting-extra-financier-strategie-rse,G,P,J,A,U,NE
Le cours permet de renforcer ses connaissances et d'échanger avec d'autres acteurs du milieu. Il est également une source d'informations sur les pratiques des différentes entreprises qui interviennent ,/,reporting-extra-financier-strategie-rse,G,P,J,NE,U,NE
 Il faudrait peut-être plus développé le contenu et la structure des référentiels.,/,reporting-extra-financier-strategie-rse,C,NE,NE,NE,NE,NE
Présentation très intéressante partant d'expériences concrètes avant de développer une partie théorique.,/,reporting-extra-financier-strategie-rse,Pr,P,J,NE,I,NE
Il manque peut-être quelques précisions sur des notions parfois abstraites pour les novices.,/,reporting-extra-financier-strategie-rse,C,N,M,NE,C,NE
Intéressant avec des intervenants de grande qualité ! ,/,reporting-extra-financier-strategie-rse,Pr,P,J,Ne,I,NE
Du bon contenu mais quelque peu daté par moments. Il faudrait faire état des développements les plus récents en matière de pratiques RSE.,/,reporting-extra-financier-strategie-rse,C,NE,NE,NE,NE,NE
Bonne revue de tous les aspects du reporting extra-financier. Les témoignages d'entreprises sont un vrai plus.,/,reporting-extra-financier-strategie-rse,C,P,J,NE,NE,NE
Bon apport théorique et pratique,/,reporting-extra-financier-strategie-rse,G,P,J,NE,NE,NE
Cours vraiment intéressant,/,reporting-extra-financier-strategie-rse,G,P,J,NE,I,NE
"Je suis très satisfaite de ce MOOC, qui est mon premier.Grâce à lui, j'ai pu réaliser l'analyse des matérialités de mon entreprise !",/,reporting-extra-financier-strategie-rse,G,P,J,NE,U,NE
Cours absolument passionnant et génial! Merci Thierry pour votre pédagogie et votre enthousiasme!,/,reporting-extra-financier-strategie-rse,Pr,P,J,A,I,NE
Cours complet. Les exercices optionnels permettent bien de se l'approprier. ,/,reporting-extra-financier-strategie-rse,C,P,J,NE,NE,NE
La plateforme est très pratique et conviviale. Le suivi par un professeur de l'ESSEC est très performant. Je conseille vivement ce MOOC dont le sujet est à la fois impactant et hautement stratégique pour les entreprises dans un avenir proche.,/,reporting-extra-financier-strategie-rse,Pr,P,J,NE,U,NE
Excellent cours qui apporte des compétences en matière de REF et qui permet également de prendre de la hauteur sur les enjeux de la stratégie RSE. ,/,reporting-extra-financier-strategie-rse,G,P,J,A,U,NE
"C'est un MOOC extraordinaire , je suis encore au Module 1 et je suis impressionnée par la qualité du MOOC sur la stratégie RSE. J'ai beaucoup aimé et apprécié tous les témoignages sur les stratégies du Développement durable dans les différentes sociétés...",/,reporting-extra-financier-strategie-rse,C,P,J,NE,I,NE
Il serait bien de le mettre à jour avec les nouvelles lois comme le devoir de vigilance ou la loi Sapin 2. Un focus sur la surveillance de risque RSE sur la supply chain serait le bienvenu,/,reporting-extra-financier-strategie-rse,C,NE,NE,NE,NE,NE
"Très bien pour introduire le Concept RSE,",/,reporting-extra-financier-strategie-rse,G,P,J,NE,NE,NE
Les témoignages des experts et professionnels sont réellement le plus de ce MOOC. Les synthèses sont claires et donnent matière à réfléchir. J'ai pris beaucoup de plaisir et retenu beaucoup d'informations très facilement. ,/,reporting-extra-financier-strategie-rse,C,P,J,NE,I,p
 En tant que futur Contrôleur de Gestion il est très important pour moi de comprendre que le Management de la performance n'est pas uniquement financier. ,/,reporting-extra-financier-strategie-rse,G,P,J,NE,A,NE
Je vous remercie pour ce cours que je trouve très intéressant.,/,reporting-extra-financier-strategie-rse,G,P,J,NE,U,NE
"excellent mooc, très bien conçu, didactique, clair et riche d'enseignement  ! bravo pour la qualité des intervenants une entrée en matière très satisfaisante qui m'a donné envie d'approfondir dans ce domaine",/,reporting-extra-financier-strategie-rse,Pr,P,J,A,I,NE
"Cours extrêmement bien fait, clair, concis, précis, et permettant de comprendre aisément les enjeux principaux du sujet. Par ailleurs, les intervenants sont bien choisis et très intéressant à écouter.",/,reporting-extra-financier-strategie-rse,Pr,P,J,NE,I,NE
Très bonne introduction à la RSE via le reporting extra-financier. Beaucoup de témoignages de professionnels et un cour très structuré. Je recommande cette formation sans hésitation !,/,reporting-extra-financier-strategie-rse,S,P,J,NE,NE,NE
"Excellente formation, très bon interlocuteurs. Professionnel de la RSE j'en tire quelques pistes d'améliorations pour les futurs reporting auxquels je contribue.",/,reporting-extra-financier-strategie-rse,Pr,P,J,A,U,NE
"Cours très complet, avec du recul, des retours d'expériences, des outils concrets mais aussi en mettant en relief la complexité du travail du reporting RSE. ",/,reporting-extra-financier-strategie-rse,C,P,J,NE,NE,NE
"Très satisfaite de ce MOOC bien ficelé, assez dense mais clair. Ravie aussi d'y retrouver un ancien professeur en la personne de Thierry Sibieude ;-) ",/,reporting-extra-financier-strategie-rse,Pr,P,J,A,I,NE
"Excellent cours d'introduction au reporting RSE en France, des partages d'expériences riches d'enseignement et une approche pédagogique concluante !",/,reporting-extra-financier-strategie-rse,C,P,J,NE,NE,NE
"Très bonne introduction à la RSE, sa mise en œuvre, son levier de croissance pour l’entreprise ; Illustrée par de nombreuses interviews ",/,reporting-extra-financier-strategie-rse,C,P,J,NE,NE,NE
"Pendant ce confinement Covid 19, j'ai pu, grâce à ce cours, me former et me perfectionner sur la RSE. Je vous le recommande.",/,reporting-extra-financier-strategie-rse,G,P,J,NE,U,NE
"Super MOOC, très précis et concret. De nombreux exemples pour mieux comprendre viennent illustrer le cours. Je recommande !",/,reporting-extra-financier-strategie-rse,C,P,J,NE,NE,NE
Ce Mooc Reporting extra-financier et stratégie RSE conçu par l'ESSEC offre une parfaite compréhension du sujet.  ,/,reporting-extra-financier-strategie-rse,G,P,J,NE,NE,NE
"Cours intéressant avec un prof dynamique, témoignages pertinents et variés, je recommande ce cours. ",/,reporting-extra-financier-strategie-rse,Pr,P,J,A,I,NE
très instructif et cours très complets. les interviews sont enrichissants et intéressants.,/,reporting-extra-financier-strategie-rse,G,P,J,NE,I,NE
"Un courts extrêmement riche et intéressant, parfaitement d'actualité !",/,reporting-extra-financier-strategie-rse,C,P,J,NE,I,NE
Excellent cours ! je le recommande à tout le monde ! Merci Cousera !,/,reporting-extra-financier-strategie-rse,G,P,J,NE,NE,NE
Un cours absolument passionnant et de très grande qualité !,/,reporting-extra-financier-strategie-rse,G,P,J,NE,I,NE
"Top, Vos MOOCS sont vraiment très intéressants et innovants",/,reporting-extra-financier-strategie-rse,G,P,J,NE,I,NE
j'ai un tout petit probleme ou puis je vous contacter ?,/,reporting-extra-financier-strategie-rse,G,N,NE,NE,C,NE
Très bien structuré avec des intervenants de qualités ,/,reporting-extra-financier-strategie-rse,S,P,J,A,NE,NE
Cous très utiles pour avoir des bases en RSE.,/,reporting-extra-financier-strategie-rse,C,P,J,NE,U,NE
"Cours très bien réalisée, facile à suivre.",/,reporting-extra-financier-strategie-rse,G,P,J,NE,NE,P
Merci aux professeurs ainsi qu'à coursera.,/,reporting-extra-financier-strategie-rse,Pr,P,J,A,NE,NE
un grand travail et un grand merci,/,reporting-extra-financier-strategie-rse,G,P,J,A,NE,NE
