Commentaire,Séance,Module,Présentation,Contenu,Design,Général,Communication,Structure,Utilité,Intrinsèque,Accomplissement,Cout,Anxiété,Colère,Ennui,Joie,espoir,"
désespoir",Satisfaction,Gratitude,"
Déception",Mécontentement,Confusion,Polarité,Attitude,Attente,Valeur,Sentiment,Aspect
Ceci est un cours qui permet de donner les bases pour bien comprendre les tenants et les aboutissements des transformations / changements en entreprise.,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
Très bon mix entre théorie et applications pratiques. Une conclusion aurait été appréciée. Merci beaucoup pour ce MOOC sur la réussite du changement!,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Je recommande! Ce cours vous apporte une bonne introduction à la conduite du changement et vous donne également les clés pour approfondir le sujet,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Un très bon complément à la formation professionnelle MOP que je suis en train de suivre et une ouverture vers mon futur projet professionnel,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Ce cours est superbement bien agencé, concis, vraiment l'essentiel de la conduite du changement avec les aspects historiques liés au sujet.",/,reuissir-le-changement,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Impeccable, les questionnaires, parfois nécessite que l'on étudie en dehors du Mooc pour les réponses mais ce n'est pas insurmontable !",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Bonne approche théorique, quelques outils pratiques à utiliser pour la conduite du changement. Les sujets restent traités à la surface",/,reuissir-le-changement,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Un cours enrichissant, concret et bien rythmé. ",/,reuissir-le-changement,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Une frustration : ne pas avoir d'explications suite à une mauvaise réponse à un quizz.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
"MOOC très intéressant, une amélioration possible serait de passer moins vite sur les schémas pour qu'on puisse bien les comprendre.",/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Un bon survol de la conduite du changement.Une qualité variable des intervenants.Une invitation à aller vers la certification ESSEC,/,reuissir-le-changement,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Cours très intéressant, Merci tout de même j’ai beaucoup appris !",/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
en revanche il manque d’exemples et de mises en situation.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
Les questions des quiz ne sont pas toujours fidèle aux vidéos explicatives.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
Le contenu pédagogique est cependant de qualité.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Ce mooc permet d'aborder une base théorique de la conduite du changement. Les aspects opérationnels sont également fournis.,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
"Bon MOOC,",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
seuls les quizz laissent à désirer (questions mal posées et parfois sans rapport avec la vidéo qui a précédé).,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
Très bon MOOC qui permet d'assoir et de structurer des compétences déjà acquises au cours d'une vie professionnelle.,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Formation éclairante sur la dynamique à mettre en place pour réunir tous les facteurs de réussite du changement.,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Cours intéressant, bon rythme ; ",/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
améliorations potentielles : illustrations graphiques et exemples en entreprise,/,reuissir-le-changement,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
"Excellent cours, qui ouvre des portes vers la théorie du changement et son pilotage opérationnel en entreprise",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Très bon cours, j'ai pu découvrir de nouvelles notions et aussi rafraîchir mes compétences. Bravo à l'équipe.",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Les cours sont intéressants et permettent de rappeler les bonnes pratiques voir d'apporter quelques outils.,/,reuissir-le-changement,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Bonne formation et Merci à tous l’équipe pédagogique,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Le problème c'est comment recevoir une certificat ?,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NE,NE,NE,I,J,CO
Excellent cours qui m'a permis d'obtenir certaines notions et certaines pratiques à avoir au quotidien,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Des apports et des outils concret et utile pour piloter des projets de changement dans les organisation,/,reuissir-le-changement,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Certains cours sont trop lus. Pour améliorer ce MOOC il faudrait fournir des exemples de livrables.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
information complète,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"il manque néanmoins une boite à outils, récapitulative des notions évoquées",/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
A répondu à mes attentes : les grands concepts et la mise en œuvre de la conduite du changement,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
"Vraiment un cours formidable, avec une grande maîtrise et en appliquant l'art de l'essentiel",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très bien sauf une intervenante qui ne rendant pas la vidéo intéressante faute de présence...,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Contenu intéressant, ",/,reuissir-le-changement,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
mais problèmes sur les quizz. Certains éléments n'ont pas été abordés.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
Cours donnant des marques pour initialiser le changement dans son entreprise.A s'inspirer.,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
"cours très pédagogique, avec beaucoup de matière académique mais aussi des outils concrets",/,reuissir-le-changement,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"bonjour très bien expliqué , très facile à comprendre, peut etre trop théorique à mon gout",/,reuissir-le-changement,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Très bonne introduction, ",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
manque cependant d'exemples plus concrets de mise ne pratique.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
Il faudrait peut être rajouter quelques exemples pratiques issues d'expériences réelles,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
Un peu plus d'exemples seraient les bienvenus.Contenus intéressants et bien structurés.,/,reuissir-le-changement,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Excellent survol d'un ensemble d'outils et de concepts d'accompagnement du changement,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Merci, il manque juste des fiches de synthèse, un peu comme les polycopiés d'avant",/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N,A,NE,I,J,CO
Bonne pédagogie et richesse de contenu.Un module très pratique serait intéressant,/,reuissir-le-changement,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Cours intéressant, avec des outils méthodologiques utilisables sur le terrain.",/,reuissir-le-changement,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Très intéressant, surtout les vidéos de David Autissier et Jean-Michel Moutot",/,reuissir-le-changement,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Intéressant mais nécessaire de compléter avec des éléments plus opérationnels,/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Très intéressant, plus d'exemple de mise en pratique aurait été intéressant.",/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Revoir certains modules avec certains animateurs car dévaluent la formation,/,reuissir-le-changement,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
J'ai pris plaisir à suivre ce Mooc initiatique à la Gestion du Chnagement.,/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très bon cours parfois quelque peu monotone selon la voie des intervenants,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
J'aurais aimé que ce cours soit plus pratique avec des études de cas.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
Contenu intéressant,/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
mais les présentateurs manquent de dynamisme,/,reuissir-le-changement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
"Très intéressant, le change fait partie intégrante d la réussite",/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Merci pour ce partage d""expertise sur la conduite du changement.",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Du contenu vidéo très intéressant avec des professeurs de renom.,/,reuissir-le-changement,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Contenu intéressant mais inégal sur la qualité des intervenants,/,reuissir-le-changement,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
manquent quelques slides et certains quizz sont decorreles des cours,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
Certains quizz reprennent difficilement le contenu des vidéos,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
"Une formation - mise en bouche - riche, claire et accessible",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Avec des supports de cours, j'aurai mis les 5 étoiles!",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
"Très complet, pédagogie top et bons intervenants",/,reuissir-le-changement,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très intéressant mais très théorique à mon gout,/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cours interessant pour des bases sur le sujet,/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Le contenu du cours est très pertinent.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Le contenu est pratique et applicable.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
manque des exemple d'animation pr,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
"Super module, très enrichissant",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Revoir la semaine 5 trop ""lue""",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
Riche en enseignement,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très intéressant !!!,/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Bon cours généraliste,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
clair et concis,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
tres bon cours,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Excellent ! Les intervenants sont captivants et le contenu de très bonne qualité ! J'y ai trouvé tout ce dont j'avais besoin et même bien plus. Je recommande vivement !!,/,reuissir-le-changement,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très complet en peu de temps,/,reuissir-le-changement,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cours détaillé et poussé. Moi qui n'aime habituellement pas les historiques / gdes theories... j'ai trouvé toute cette partie trés éclairante. Porteur de techniques mais aussi et surtout du sens.,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cours très interessant,/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"C'est super, la formation peut s'adapter à tout type de projet de changement, pas seulement au niveau des entreprises mais à d'autres secteurs du développement",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Excellent cours; très bine donné même si certaines parties sont plus théoriques. J'aurai aimé avoir possibilité d'accès à certains outils ainsi qu'a une vision d'ensemble des phase du changement; des outils dans chaque phase. Le module Leadership ne me semble pas adapté par contre,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Cours complet. Cependant, il faut bien s'accrocher et ne pas hésiter à lire beaucoup pour approfondir les informations données. Le mooc passe tout seul et les professionnels savent être captivants",/,reuissir-le-changement,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cours extrêmement facile à suivre avec ces vidéos courtes et ses quizz rapides qui permettent d'assimiler rapidement et aisément les notions clés de la conduite du changement.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très intéressant sur le fond. Quelques suggestions d'amélioration : donner des exemples de situation pour passer de la théorie à la réalisation.Quizz sur des cas,/,reuissir-le-changement,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Parfait pour comprendre les fondamentaux et surtout les mettre en pratique. Merci à l'ESSEC,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très bonne approche pour une introduction aux mécanismes du changement,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Clair, Concis",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Réussir le changement et un MOOC très constructif a pour objectif d'enseigner la culture du changement ainsi sa réussite, le Monde est en changement permanent ce qui oblige l'Homme à être prêt à toute situation de changement. ce cours met le point sur le plan de communication, de formation, d'accompagnement et le pilotage de la conduite du changement comme élément clés a la réussite du changement Je tiens à remercier tous les professeurs intervenants dans ce MOOCean-Marie PERETTIDavid AUTISSIERIsabelle VANDANGEON-DERUMEZJean-Michel MOUTOTESSEC BUSINESS SCHOOL",/,reuissir-le-changement,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Un cours extrêmement bien structuré, clair. Mais le plus important est que ce cours donne des outils concrets et une méthodologie claire qui peuvent être utilisés directement avant même d'avoir terminé le MOOC et ceci sur toutes les phase du changement. C'est un MOOC de grande qualité, vraiment je recommande à tous les managers. Même sans avoir des notions au préalable, on quitte ce cours avec quelque chose en main et on a juste envie d’approfondir!",/,reuissir-le-changement,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"J'ai suivi le cours afin de ""remettre en ordre"" les concepts que je connaissais autours de la conduite du changement, et l'objectif est atteint.Les modules sont bien organisés avec une approche pensée pour être expérimentée sur le terrain.L'ensemble reste néanmoins une ""introduction"" qui méritera d'être approfondie par la suite, et particulièrement d'être expérimentée dans le monde réel pour mettre à l'épreuve les différents concepts et se les approprier.",/,reuissir-le-changement,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"En tant que néophyte en matière de conduite du changement, j'ai découvert des concepts et des théories intéressants/ Même si la plupart des concepts sont finalement assez logiques, il est intéressant d'avoir des infos sur la façon de mener à bien un changement, quelle qu'en soit sa nature. Ce cours m'a intéressé et je pense que je vais approfondir certains concepts pour pouvoir mettre en pratique cette formation ds mon quotidien, à mon modeste niveau !",/,reuissir-le-changement,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Une excellente première couche théorique.Autissier est un remarquable pédagogue : complet, synthétique, donne du sens, reformule en fin d'intervention... Qui plus est, il s'améliore au fil des vidéos :-).Pour quelqu'un qui a vécu des tonnes de changements , ce mooc a le mérite de bien formaliser et ordonner des notions restées jusqu'à là au stade de l'intuition.Ca donne envie d'aller plus loin.Bravo et merci.",/,reuissir-le-changement,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Le contenu du cours est très intéressant et me permet en tant que coach agile de mettre en oeuvre certains outils dans l'immédiat. Celà permet aussi de prendre de la hauteur et de la stratégie dans la conduite du changement, élement souvent absent dans les entreprises. ",/,reuissir-le-changement,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Le seul hic ce sont les quizz trop faciles par moment et qui ne permettent pas de valider la bonne compréhension du cours.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
"vraiment j'ai appris plusieurs choses concernant le concept du changement et comment le faire a travers des outils et des mécanismes , outre, des étapes et les maniérés de gérer le changement d'une façon professionnelle , effectivement ce cours m'a donne un coût de main de savoir la structure d'un projet si on savait comment réussir le changement pour atteindre les cibles d'un projet",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
"Cours très intéressant et dense en notions fondamentales. J’ai apprécié la diversité des intervenants et les quelques supports pédagogiques illustrant les propos. Ces notions me paraissent désormais essentielles à prendre en compte lors de projet de changement. L’application concrète en entreprise nécessitera plus d’approfondissement, mais toutes les clefs sont là.",/,reuissir-le-changement,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
J'ai appris plein de choses qui vont me servir très vite dans mon travail. J'avais déjà plusieurs éléments en tête par mes expériences professionnelles que j'ai pu approfondir et théoriser par des références historiques et sociologiques. Mention spéciale pour David Autissier qui trouve toujours de bons exemples pour faire passer une idée rapidement et simplement !,/,reuissir-le-changement,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Un tour d'horizon suffisamment large pour initier la conduite au changement dans l'entreprise. On en ressort avec des notions fondamentales, des outils, des méthodes... Il reste encore beaucoup de choses à découvrir et à expérimenter à l'aide d'ouvrages et de fiches pratiques. Mais l'essentiel est que l'appétence à la réussite du changement est initiée.",/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,CO
"Une approche complète et pragmatique de la conduite du changement. Ayant eu à plusieurs reprises à piloter le changement en qualité de dirigeant d'entreprise, ce cours m'a permis de rationaliser la conduite du changement et de mettre en lumière les points sur lesquels j'ai rencontré des difficultés avec des leviers d'action pour les prochains sujets.",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Cours très intéressant permettant de poser les fondamentaux de la conduite du changement et de la transformation. Ce cours m'a permis de mettre en parallèle de mon expérience de gestion de projets, la théorie et la méthode. A conseiller à tous ceux qui font du changement sans avoir eu la possibilité de s'initier à ces connaissances de base.",/,reuissir-le-changement,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Merci aux organisateurs, aux formateurs et à mes collègues étudiants. J'ai trouvé le MOOC très intéressant tant dans son contenu que par l'approche pédagogique des différents intervenants. Il donne des outils très pratiques pour préparer, mettre en oeuvre, suivre et évaluer un projet de changement organisationnel. Merci. Dramane",/,reuissir-le-changement,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"De mon point de vue, le cours est parfaitement conçu tant sur le plan de la forme et du fond. Il est très accessible et ""pratico pratique"". Il donne à la fois des notions théoriques et opérationnelles. Je le recommande sans hésitation. Je partage le fait que cette compétence doit être maîtrisée par tous les managers.",/,reuissir-le-changement,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Je suis pleinement satisfait du cours. Elle m'as permis d'avoir une idée plus approfondie sur le changement et la manière de l'accomplir, avec ces nombreux leviers et ateliers, le fait de prendre le soin de bien détaillé chaque leviers et chaque manière de faire rend le cour plus captivant. Une fois de plus merci.",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Une formation complète et adaptée aux professionnels comme aux stagiaires souhaitant connaitre les les fondamentaux de la conduite du changement et acquérir des outils. Un atelier d'exploration pour les initiés qui pourrait être utilement annexé de cas pratiques, de retours d'expérience et d'exercices corrigés.",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Excellent ! Je retrouve ce que j'ai vécu durant 2 ans chez un client (je suis consultant). Je comprends mieux les points qui ont moins bien fonctionné durant cette mission maintenant que j'ai suivi ce cours. Très pédagogue ! Cela donne envie de passer la certification proposée. Reste le coût à absorber.Merci !,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Un cours très bien pour quelqu'un qui veut comprendre les évolutions des théories du changement. C'est un cours magistral mais les enseignants essaient de mettre des exemples. Par contre je ne suis pas certaine que ça satisferait quelqu'un qui veut apprendre à conduire le changement et qui n'a jamais pratiqué.,/,reuissir-le-changement,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très bon MOOC. La pédagogie et le contenu m'ont permis de découvrir les bases de la Réussite du Changement. La gestion du temps pour suivre le MOOC a été facile car le temps annoncé est respecté pour sa réalisation. J'applique les techniques acquises dans ma vie professionnelle. Merci à toute l'équipe.,/,reuissir-le-changement,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Formation très intéressante, avec autant de théorie que d'outils opérationnels. Les connaissances que j'ai acquis grâce a cette certification me seront utile dans mon environnement professionnel.Je recommande cette formation à toute personne souhaitant se former sur la conduite du changement.",/,reuissir-le-changement,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Merci pour ce cours qui m'a permis de connaître et comprendre le changement.Je me rends compte que notre environnement a un besoin crucial de changement , et je découvre maintenant beaucoup de résistants autour de moi .Grâce à ce cours , je sais désormais comment procéder . Merci COURSERA",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Le programme est parfait. Le temps de travail à consacrer chaque semaine est bien équilibré.Les cours sont bien structurés et étayés par des exemples concrets. Cette formation est très intéressante et peut même être utile hors contexte professionnel. Je la recommande fortement.,/,reuissir-le-changement,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
