Commentaire,Séance,Module,Polarité,Attitude,Attente,Présentation,Contenu,Design,Général,Communication,Structure,Anxiété,Colère,Ennui,Joie,Mécontentement,Confusion,Utilité,Intrinsèque,Accomplissement,Cout,Satisfaction,Gratitude,Sentiment,Aspect,Niveau
"intéressant, tout est bien détaillé et mis à jour par rapport au contexte mondial",17/09/2016,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
Trop de contenu relatif au droit suisse et pas assez au droit Français ,12/09/2020,contrats,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,2CS
La seule difficulté s'est que la majorité des clauses sont en anglais avec une traduction de l'idée. Si au moment du contrôle on donnait les 02 versions à savoir traduire les clauses en Français comme le cours est en français cela allait rendre le cours plus vivant encore pour ceux qui comprennent pas anglais. Bon j ai obligation d'apprendre l'anglais maintenant ...,27/07/2019,contrats,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,J,CO,2CS
Sincèrement le contenu du cours est très intéressant et tout juriste évoluant dans l'application du droit privé doit suivre cela. Personnellement je suis très content pour la qualité du travail fait par le professeur Sylvain Marchand. MERCI A TOUTE L'EQUIPE DE COURSERA,27/07/2020,contrats,P,A,NE,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,J,CO,2CS
"Ce cours est super, très instructif!Je rédige souvent des contrats et ce cours m'a permis d'améliorer ma rédaction de contrats et plus encore de savoir l’intérêt de clauses que j'incorporais de manière instinctive.Je le recommande.Je crois bien que je m inscrirai pour une autre session pour plus échanger avec les autres participants et surtout avec l'enseignant.Merci.",15/10/2017,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
"Au terme de cet enrichissant cours de Rédaction de contrats, je note une très grande satisfaction. Désormais mieux outillé pour rédiger de bons contrats, la tâche sera beaucoup plus aisée. Toutes mes félicitations à l'équipe de l'Université de Genève pour la mise en place de ce cours. ",30/07/2020,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,2CS
On aimerait un pense bête final permettant d'ancrer les apprentissages + correction des quizz,16/10/2015,contrats,NE,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,2CS
Beau parcours initiatique structuré à la découverte des subtilités du droit du contrat (surtout Suisse),16/10/2016,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
le cours est accessible et le prof est super.,17/09/2018,contrats,P,A,NE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
certains passages restent complexes au premier abord lorsqu'on est nouveau dans la matière ,17/09/2019,contrats,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,J,CO,2CS
"C'est un cours très enrichissant, qui m'a permis de revoir mes connaissances en rédaction de contrats et d'en apprendre davantage.",26/02/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,2CS
"Cours limpide, bien expliqué avec un support pdf qui resume les clauses.Merci",18/12/2017,contrats,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,2CS
"Ce cours m'a appris beaucoup de choses, en rédaction de contrat",16/11/2016,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Très enrichissant et j'ai appris beaucoup de notions,08/09/2020,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
très bon cours pratique.,26/06/2018,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Cours très intéressant.,21/09/2017,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
Très enrichissant,30/01/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
Un cours très intéressant et complet qui permet d'avoir les outils nécessaires pour rédiger (ou relire) un contrat. Les explications sont claires et le cours facile à suivre. Merci!,05/02/2018,contrats,P,A,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,J,CO,2CS
C'est un cours très enrichissant qui m'a permit d'améliorer mes compétences dans le domaine contractuel qui est important et sensible dans toutes les organisations.,20/05/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,2CS
Très bon cours. Facile à comprendre malgré toute la mtière et sa complexité. Ceci grâce à la pédagogie du professeur. Superbe approche pédagogique. Merci,16/05/2019,contrats,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,2CS
Je tiens à vous remercier pour la façon fraîche et ludique de l'éducation.,24/05/2019,contrats,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,2CS
"Je tenais à remercier l'animateur de ce superbe et fort instructif MOOC (Sylvain MARCHAND) sur la rédaction de contrats d'affaires. Le découpage des semaines est très bien pour assimiler les cours et notions. Professionnellement j'ai déjà pu utiliser ces remarques. Les quizzs sont accessibles pour ceux qui suivent le cours. Et les formats vidéos + retranscription texte est parfaite pour réviser. En conclusion et pour parfaire cette session, j'aurais rajouté quelques séances sur des analyses de contrats.  Un grand merci pour ce MOOC fort instructif !  ",30/08/2020,contrats,P,A,NE,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
Le meilleur cours de de droit sur les contrats que j'ai jamais suivi.  Merci professeur de m'avoir permis de suivre le cours de votre prestigieuse université. Dieu sait que je n'aurai jamais eu de l'argent pour me déplacer vers vous. Mais vous avez accepté malgré votre agenda de partager avec nous votre immense expérience de praticien et de pédagogue. Merci d'offrir le savoir aux enfants de pauvres notamment ici en Afrique. Vivement un autre cours sur une autre thématique en relation avec le drot des affaires. Respectueusement!,03/10/2016,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,J,CO,2CS
"C'est un excellent cours qui a complété mes connaissances en matière de rédaction des contrats internationaux, je le recommande vivement à toute personne qui aimerais se spécialiser dans la matière.",30/03/2018,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
"Très bon pédagogue, reprises de base/principe intéressantes qui permettent de comprendre avec plus de technicité les enjeux de la rédaction de contrats. Merci j'ai beaucoup appris! Anaïs",10/08/2017,contrats,P,A,NE,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,J,CO,2CS
"Je suis ingénieur de formation et  ce cours a été pour moi une découverte du début à la fin.  Le cours est très abordable même pour des non initiés comme moi. Il va à l'essentiel. A la fin du cours, je vois les contrats sous un autre œil. Je comprends mieux le travail des juristes. Ma curiosité a été bien piquée et je compte me documenter un plus sur la question.Excellent cours. Félicitations et merci au Professeur Sylvain Marchand pour cette excellente formation",21/10/2016,contrats,P,A,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,2CS
"Ce cours est à mon avis d'une très grande qualité, il est parfaitement structuré et présenté. J'ai suis ce cours avec attention et interêt, et j'avais souvent envie de rencontrer l'enseignant tellement ça m'a plut. Je pense qu'après avoir suivi ce cours, je suis en mesure de mieux appréhender la mission de rédaction de contrat, et en tout cas de mieux aborder la lecture d'un contrat que j'aurais entre les mains. Merci beaucoup, ce fut un plaisir.",04/09/2019,contrats,P,A,NE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,J,CO,2CS
"Très bon cours, présenté avec méthodes. Les notions et clauses partagées à travers ce cours seront d'une utilité certaine pour les avocats, les juristes mais aussi pour ceux et celles qui sont dans le domaine des affaires (commerce par exemple) autant que pour ceux qui peut être par simple curiosité ou par précaution veulent se plonger dans le monde conplexe et ouvert des contrats. Merci au Professeur Sylvain Marchand!!",21/05/2020,contrats,P,A,NE,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
"C'est un excellent cours que je conseille vivement. Même si le professeur se réfère au droit suisse de temps en temps, ce qui est tout à fait normal, on peut suivre parfaitement ce cours qui étudie la structure même du contrat. En y ajoutant les connaissances qu'on a de notre droit national, alors c'est une merveille pour tous les étudiants de n'importe quel pays.",12/11/2017,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,2CS
"Un cours très complet et qui ne concerne pas seulement les juristes suisses. Si les références aux textes légaux suisses sont nombreux, le cours réalise plus une synthèse de droit comparé sur la matière des contrats et des obligations. Le Professeur est passionnant et s'exprime clairement.",23/08/2019,contrats,P,A,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
"Je recommande ce cours à tout juriste professionnel désireux de sortir du lot lorsqu'il est saisi sur des questions relatives aux contrats! Si vous voulez savoir la raison, osez suivre le cours et vous comprendrez! Certaines expériences n'ont pas besoin d'être contées, il faut les vivre.",15/06/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
"Belle présentation générale du contrat, les exemples fournis sont très intéressants et internationaux. Avec ceci, nous apprenons les éléments essentiels pour comprendre l'architecture d'un contrat et en analyser les clauses de sorte qu'elles n'aient plus de secret pour nous.",16/01/2017,contrats,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,2CS
Cours pédagogique. De nombreux exemples de clauses et explications qui permettent de réellement comprendre les enjeux autour de la rédaction des contrats et les pièges à éviter. Ce cours permet d'approfondir des connaissances en droit des obligations. ,14/01/2018,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
La rédaction des contrats est un module qui mérite d'être intégré par tout juriste digne de ce nom. C'est l'occasion pour moi de remercier la faculté de droit de Genève et son imminent enseignant pour l'apprentissage divulgué à notre égard. Merci. ,11/02/2019,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,J,CO,2CS
"Excellent! Merci, Professeur Marchand. Je suis traductrice juridique de l'anglais vers le français et ce cours m'a permis de devenir une traductrice encore plus avertie par l'éclairage que vous apportez sur chacune des clauses étudiées.",15/02/2019,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
"Un professeur de qualité, un cours très clair. Je ne suis qu'en deuxième année de droit, je me suis inscrit à ce cours pour élargir mes connaissances en matière de contrats. Merci pour ces quelques semaines très enrichissantes !",15/10/2016,contrats,P,A,NE,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
Dommage que le droit français n'y soit pas plus représenté en tant qu'exemple en plus du droit suisse. ,03/08/2018,contrats,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,2CS
MOOC vraiment très intéressant et complet. Beaucoup d'exemples de rédactions de clauses en anglais ce qui est très utile. ,04/08/2019,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,2CS
Sylvain Marchand possède le talent rare de faire comprendre sa discipline à des personnes qui n'en sont pas spécialistes. Je recommande ce cours à tout les non juristes. Et un grand coup de chapeau au professeur Marchand.,17/01/2018,contrats,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
"Je suis  une étudiante de droit, et j'aimerai dire que la qualité de ce cours et les connaissances que j'ai acquis de ce cours, sont plus intéressantes que tout ce que j'ai appris pendant 3 ans des études. Merci Monsieur.",06/01/2018,contrats,P,A,NE,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
"je trouve ce cours très enrichissant, très abordable, même pour les juristes qui ne connaissent pas le droit Suisse, et je suis impassion pour passer d'autre formations, qui seront dispensées par l’université de Genève.",07/02/2017,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,2CS
Excellent cours. Les aspects de droit des obligations suisse sont très intéressants. Cours dispensé avec beaucoup de clarté.Un approfondissement  est-il prévu? Par ex. l'étude de clauses pathologiques? ,19/12/2018,contrats,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
"J'ai adoré ce cours tout simplement.Ce cours est extrêmement bien concu, je pense avoir compris les principes de base étant pourtant ingénieur et nullement lié au Droit.Félicitations à Mr Marchand.",28/09/2020,contrats,P,A,NE,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,2CS
"  Je vous, félicite car c’est une très bonne cours dans lequel on y voit l’effort de tout l'équipe pour nous faire comprendre como rédiger les contrats nationaux ou internationaux.  merci infiniment.   ",22/07/2020,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,2CS
"Très clair et agréable à suivre. Très utile, même pour des juristes oeuvrant déjà en milieu professionnel du fait que le cours a été abordé de manière pratique et non théorique",10/07/2018,contrats,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
"Excellent cours. Le professeur réussit à garder l'attention sur un sujet qui peut paraître rébarbatif, mais qui s'avère très concret et passionnant, même pour un non-juriste.",11/12/2016,contrats,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
"un cours très intéressant à suivre, donner par un professionnel. il donne un grand aperçu des clauses contractuels; merci à vous cher professionnel, merci à coursera.",25/01/2018,contrats,P,A,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,2CS
"Excellent cours, très utile dans le cadre de mon activité professionnelle. Un cas d'étude avec une peer review pourrait être intéressant en milieu et en fin de cours. ",07/03/2017,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
Excellent pour avoir une couche pas si superficielle que cà de la rédacton des contrats. Grand merci à Mr Sylvain Marchand pour ce MOOC utile et agréable à suivre.,14/11/2018,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
Excellent cours. Les développements sont très clairs et parfaitement illustrés par des exemples de clauses contractuelles et de situations tirées de la pratique. ,18/05/2018,contrats,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Un cours de qualité et complet pour une utilisation pratique et concrète dans la vie professionnelle. Un grand merci au Prof. Sylvain Marchand.,21/08/2020,contrats,P,A,NE,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
Tres bonne formation parfaite pour rafraichir connaissances un peu oubliees ainsi qu'introduire l'aspect pratique de la redaction de contrats. ,10/05/2020,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
Très clair (comme toujours); j'ai beaucoup apprécié les remarques/aspects pragmatiques de cet enseignement (aussi comme toujours). Merci!,23/05/2020,contrats,P,A,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,2CS
Je suis très satisfait du cours. Cela ma permis d'améliorer mes contrats et de cerner beaucoup d'autres choses également,15/07/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
Merci Prof Marchand. Votre cours est est exceptionnel. J'ai beaucoup progressé sur les aspects juridiques grâce à vous.,21/03/2020,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
J'ai adoré. Cours très utile même à ceux qui ont déjà l'habitude d'élaborer des contrats. Je le recommande fortement. ,25/04/2020,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,J,CO,2CS
je suis un juriste et  j'ai ne pensé pas que je peux prendre ce magnifique et géniale opportunité merci COURSERA,07/08/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
"Clair, précis, passionnant de bout en bout. Et des quizz qui ne cherchent pas à piéger mais à faire retenir... ",23/09/2017,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
"Un cours très général, permettant une vue globale de la rédaction des contrats pour les pays de droit civil.",13/04/2020,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Je recommande fortement ce MOOC. Les explications sont claires et illustrées par des exemples intéressants.,13/02/2018,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
J'ai beaucoup apprécié ce cours. J'aimerais savoir que faire pour entrer en possession de mes certificats,16/02/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,J,CO,2CS
Très bonne certification. Très bonne pédagogie de la part de Monsieur le Professeur Sylvain Marchand. ,13/04/2020,contrats,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
"Excellent cours! Tres bien structure. Le Professeur est tres methodique, precis et clair. Je recomm",20/11/2016,contrats,P,A,NE,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
un cours trés bon et facile à comprendre meme pour ceux qui n'ont pas fait les études de droit.,05/09/2017,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
C'est un cours très intéressant qui est présenté clairement et propose de nombreux exemples.,20/01/2020,contrats,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
Excellent cours avec un professeur aussi compétent ! Merci Coursera pour ce cours magnifique ,12/01/2018,contrats,P,A,NE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,2CS
"UN EXCELLENT COURS AVEC UN EXCELLENT ENSEIGNANT , C'ETAIT UNE AGREABLE FORMATION ON LIGNE.",01/07/2017,contrats,P,A,NE,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,2CS
"Compréhensible par un non initié, pragmatique, le tout donné par un excellent Professeur.",27/08/2016,contrats,P,A,NE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Très enrichissant comme cours! J'ai beaucoup apprécié la méthode pédagogique utilisée.,13/09/2017,contrats,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
Excellent travail. Le cours repose beaucoup sur la pratique que sur la théorie.,21/10/2019,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Merci Monsieur le Professeur pour la clarté et l'accessibilité de ce cours,09/08/2018,contrats,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,2CS
"Merci, très intéressant même si je ne suis pas juriste mais commerciale.",08/09/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
Excellent niveau de cours - très pragmatique - profonds remerciements,09/10/2020,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,2CS
Excellent introductif a la rédaction des contrats. Clair et fourni.,29/12/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Cours très complet et tourné vers la pratique du droit des contrats,12/06/2018,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Le cours a été exceptionel vue la qualité d'explication du Prof .,15/09/2017,contrats,P,NE,NE,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,2CS
Cours très complet et accessible même sans formation juridique,18/09/2017,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
Ce Cours m'a permit de mieux comprendre ce qu'est un contrat!,15/12/2016,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
"PPP: précis, pertinent, parfait.Je recommande vivement!",07/12/2017,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Excellent! Un cours bien organise et interessant!,07/08/2016,contrats,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
tres utile afin de gagner une perspective legale,17/12/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
très bon cour  avec un enseignant très compétant,07/11/2019,contrats,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Merci de m'aider à comprendre sur ce sujet !,06/01/2017,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
Parfait! J'ai amélioré mes connaissances.,16/05/2020,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
"Excellent cours, contenu dense et utile",28/11/2016,contrats,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,2CS
merci pour ce cour très intéressant ,13/08/2020,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,2CS
exceptionnel. Bravo au Professeur! ,12/04/2020,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,J,CO,2CS
"Bien exposé, bien illustré, clair.",15/01/2018,contrats,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
tres satisfait de ce cours. merci ,26/10/2018,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,2CS
"Excellent cours, je recommande",11/10/2016,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Merci et bravo pour ce cours. ,12/03/2018,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,2CS
cours très complet et clair.,23/08/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Très satisfaisant !,26/07/2017,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
"Très claire, merci. ",19/04/2017,contrats,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,2CS
Cours bien adapté,16/01/2020,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Très bon cours.,14/08/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Excellent cours,07/07/2019,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,J,CO,2CS
très instructif ,06/04/2017,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
exceptionelle!,06/06/2018,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,J,CO,2CS
fantastic!!,08/06/2018,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,J,CO,2CS
Interessant ,14/06/2016,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
Excellent!,24/09/2017,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,J,CO,2CS
TOP,05/01/2018,contrats,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,J,CO,2CS
"Contenus très riches et vraiment clairs. Il s'agissait pour moi d'une initiation, étant amenée à accompagner des personnes avec TSA, adultes, dans le cadre de projets professionnels, je souhaitais m'informer sur le sujet. Sujet ardu, complexe mais ce mooc a su m'éclairer. Je suis ravie. Bravo aux intervenants qui sont rendre abordables et compréhensibles toutes ces notions.",20/03/2020,troubles-spectre-autisme-diagnostic,P,A,NE,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
"Je déplore cependant le manque de transparence et de retour sur les quiz. Même pour un quiz réussi du premier coup, on ne peux revérifier nos réponses, ce qui limite l'intégration des connaissances à long terme. ",23/04/2019,troubles-spectre-autisme-diagnostic,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,2CS
"Globalement, le cours est très intéressant, structuré et bien organisé. Il constitue une excellente mise à jour des acquis professionnels.",23/04/2020,troubles-spectre-autisme-diagnostic,P,NE,NE,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,2CS
"Un MOOC enrichissant autant pour les novices que pour les professionnels. Je l'ai déjà recommandé pour mes collègues éducatrices. Encore merci aux familles, cliniciens et thérapeutes pour la richesse de leurs interventions. ",17/05/2020,troubles-spectre-autisme-diagnostic,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
"Un cours intéressant, qui permet de découvrir l'autisme et son diagnostic. Personnellement il a contribué à confirmer ma volonté de réorientation. ",10/05/2020,troubles-spectre-autisme-diagnostic,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
je déplore juste quelques fautes d’orthographe dans la transcription écrite ,17/08/2019,troubles-spectre-autisme-diagnostic,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,2CS
Cours très intéressant,17/08/2020,troubles-spectre-autisme-diagnostic,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,2CS
formation très bien construite.assez peu d'erreur de traduction. merci pour votre travail,07/07/2020,troubles-spectre-autisme-diagnostic,P,A,NE,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,2CS
merci pour ce cours ,03/10/2020,troubles-spectre-autisme-diagnostic,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,J,CO,2CS
Très complet,26/03/2020,troubles-spectre-autisme-diagnostic,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CS
Seul frustration dans le diagnostic différentiel: il n'est pas évoqué le diagnostic différentiel entre le TSA et le TDL (Trouble Développemental du Langage). J'aurai volontiers aimé avoir l'avis de votre équipe car ceci est une réalité clinique pour le diagnostic différentiel en centre référent des troubles des apprentissages,18/04/2019,troubles-spectre-autisme-diagnostic,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,J,CO,2CS
"Vraiment une excellente formation qui pour ma part, en tant que neuropsychologue travaillant dans le domaine des troubles des apprentissages et non des TSA, permet de rassembler tous les puzzles de mes connaissances, éclaircir certains points et très bien illustrer les troubles..Merci encore,Léonie ESTRUCH",18/04/2020,troubles-spectre-autisme-diagnostic,P,A,NE,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,2CS
