Commentaire,Séance,Module,Polarité,Attitude,Attente,Présentation,Contenu,Design,Général,Communication,Structure,Anxiété,Colère,Ennui,Joie,Mécontentement,Confusion,Utilité,Intrinsèque,Accomplissement,Cout,Satisfaction,Gratitude,Sentiment,Aspect,Niveau
Tellement utile et bien construit. Parfait pour se préparer à se lancer dans un nouveau projet. Un grand merci pour ce Mooc qui m'a aidé à modéliser mon projet.,"Jun 24, 2018",entrepreneur-changement,P,A,NE,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,1CP
Un cours super intéressant qui permet de trouver un sens à ce que l'on veut faire. Merci à tous les intervenants et également aux participants pour leurs retour,"Apr 29, 2019",entrepreneur-changement,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,1CP
Ce cours fût une véritable opportunité pour moi de découvrir des personnes inspirantes et d'avoir la volonté de trouver un travail qui a du sens. Merci,"May 01, 2020",entrepreneur-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,J,CO,1CP
Indispensable pour clarifier ses idées et obtenir une méthodologie. Mon projet a bien progressé et je sors enrichie de ce parcours. Je recommande +++++,"Oct 16, 2016",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
"Ce cours m'a beaucoup apporté ,je remercie l'ensemble des intervenants qui ont permis la réussite de ce programme. Cordialement.","Nov 05, 2019",entrepreneur-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,1CP
"Génial !Grâce à ce Mooc, au bout de 8 semaines j'ai un prototype de mon projet qui tient la route, un teaser et un pitch. Très efficace.","Jan 27, 2016",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,J,CO,1CP
"Ce cours est très bien structuré, enrichissant, dispensé par des personnes aux profils variés, ludique, pédagogique. Je le recommande !","May 24, 2019",entrepreneur-changement,P,NE,NE,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Super cours avec plein plein de portraits d'entrepreneurs du changement très inspirants et des exercices pratiques enrichissants! ,"Aug 21, 2017",entrepreneur-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
"J'ai beaucoup apprécié ce cours, son programme et tous les intervenants! Je suis maintenant décidée et prête à changer le monde!","Mar 06, 2018",entrepreneur-changement,P,A,NE,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,J,CO,1CP
"Un cours extrêmement inspirant ! Il m'a aidé à trouver une idée de projet, et pose les bases pour pouvoir se lancer ! Génial !","Mar 21, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,J,CO,1CP
Une incroyable aventure de transformation personnelle. Merci aux auteurs de ce MOOC et aux apprenants pour leurs feedbacks.,"May 25, 2019",entrepreneur-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,1CP
"Rythmé Solide, permet un accompagnement réel et efficace pour la construction de ce son projet. Permet d'aller de l'avant! ","Nov 23, 2016",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
"Pédagogique, rend le monde de l'entrepreneuriat social accessible, fait rêver tout en donnant des outils concrets! Merci","Apr 15, 2018",entrepreneur-changement,P,A,NE,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,1CP
"Très inspirant, très motivant et également une aide précieuse pour formaliser un projet et mettre en place des outils ","Dec 11, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,1CP
"Extraordinaire, dynamisant, donnant l'envie de bouger, d'intervenir, d'entreprendre !J'en ai parlé autour de moi...","Dec 13, 2015",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,J,CO,1CP
"Très bonne formation, qui permet de passer à l'action et de prendre confiance en soi et en son projet. Merci !","May 14, 2020",entrepreneur-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,1CP
"des cours très intéressants, des intervenants de qualités. Ca permet vraiment d'avoir une prise de conscience","Mar 05, 2020",entrepreneur-changement,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"Cours très inspirant et bien équilibré entre théorie, partage, mise en pratique... je le recommande à tous !","Sep 17, 2019",entrepreneur-changement,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Une formation avec des intervenants de qualité. Une réelle réflexion sur le enjeux de ce monde. Passionnant.,"Nov 26, 2017",entrepreneur-changement,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Une aide précieuse pour tous ceux qui sont encore hésitants a se lancer dans l'aventure entrepreneuriale !!,"Jun 12, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
Formation très intéressante car enrichissante à titre professionnel  et aussi sur le plan personnel. Merci ,"Jul 15, 2020",entrepreneur-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,J,CO,1CP
"Vraiment très intéressant et enrichissant ! J'avais juste une idée, et ce cours m'a permis de me lancer !","Jun 12, 2018",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,1CP
Un cours très complet qui permet en même temps de se créer un réseau et entamer une démarche solide.,"Feb 17, 2020",entrepreneur-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
"c'est très intéressant ce cours ,je peux que vous remercier .je veux aller jusqu'au bout  aider moi","Jan 19, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,1CP
Enseignement de qualité et méthode inspiration-introspection-action très efficace. Je recommande !,"Jan 09, 2020",entrepreneur-changement,P,NE,NE,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"Excellent cours, très bien construit et accessible aux novices. Une belle source d'inspiration.","May 14, 2017",entrepreneur-changement,P,NE,NE,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
"Très bon cours, convient très bien quand on a un projet en parallèle. Ravie d'avoir réussi!","Feb 23, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,J,CO,1CP
le cours est très efficace et je recommande a plusieurs qui ont envie de changer le monde,"Oct 31, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,CO,1CP
Super Mooc. Avec des activités très utiles pour monter son projet. Un incontournable !,"Jul 15, 2017",entrepreneur-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,J,CO,1CP
Excellent MOOC! Il permet la création de un projet et un réel passage à l'action. ,"Jul 20, 2019",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,J,CO,1CP
"Excellent MOOC, qui donne envie d'être acteur du changement, très très vite ! :)","Sep 13, 2016",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
"MOOC très bien conçu, mais attention c'est prenant vous y passerez du temps!","Mar 20, 2016",entrepreneur-changement,P,A,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,J,CO,1CP
Une formation de très haut niveau et accessible. bravo à ses concepteurs !,"Jul 11, 2017",entrepreneur-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
"Super parcours, merci à vous de le rendre gratuit c'est vraiment top !","Apr 20, 2020",entrepreneur-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,1CP
Très bonne formation! Motivante et bien construite! Merci à tous !!!,"Mar 19, 2018",entrepreneur-changement,P,A,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,1CP
Cours assez passionnant et très riche! Je le recommande fortement.,"Jun 13, 2017",entrepreneur-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
"très bon interlocuteurs, bien construit, motivant... superbe ! ","Jan 18, 2016",entrepreneur-changement,P,NE,NE,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Un MOOC très inspirant qui donne envie de passer à l'action !,"May 14, 2019",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Réellement inspirant. Je ne suis plus la même personne !,"Jan 21, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Cours complet et intervenants avec des messages forts.,"Dec 10, 2019",entrepreneur-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Extrêmement complet et pratique ! J'ai adoré ce mooc !,"Jun 09, 2019",entrepreneur-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Un cours très concret qui invite à passer à l'action,"Sep 23, 2019",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
UN TRÈS BON MOOC POUR UN ENTREPRENEUR DU CHANGEMENT ,"Jul 09, 2019",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
Une bonne façon de progresser dans ses projets...,"Oct 21, 2015",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
"Cours complet, très instructif et bien construit","Sep 08, 2020",entrepreneur-changement,P,NE,NE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Cours très efficace, interactif et très lucide","Aug 08, 2020",entrepreneur-changement,P,NE,NE,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"enrichissant, pertinent et hyper intéressant. ","May 04, 2020",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Très bon cours pour faire avancer la ligne !!,"Aug 12, 2019",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
Un parcours pédagogique de grande qualité !,"May 24, 2020",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Un mooc très complet, très inspirant ! ","Feb 15, 2016",entrepreneur-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
"Parfait, Je suis très satisfait .Merci","Jan 14, 2020",entrepreneur-changement,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,1CP
Très bon cours! Utile et inspirant!,"Jan 22, 2018",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,J,CO,1CP
Cours très complet pour se lancer ! ,"Nov 02, 2017",entrepreneur-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
très bien bonne forme de pédagogie ,"Jul 02, 2020",entrepreneur-changement,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Du travail! Mais ça vaut le coup !,"Mar 15, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Très Bon Mooc, très challengions ! ","Jun 11, 2020",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Très instructif et motivant !,"Mar 08, 2016",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
SUPER?? BELLE EXPERIENCE.,"Oct 11, 2016",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Génial tout simplement !,"Jun 12, 2018",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Extrêmement enrichissant ,"Mar 27, 2018",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Ce cours a changé ma vie,"Mar 22, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
très excellent formation  ,"Aug 10, 2016",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Très bonne pédagogie ,"May 13, 2019",entrepreneur-changement,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Passionnant : ,"Jul 09, 2019",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
C'est formidable,"Jan 30, 2016",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Excellent MOOC,"Jan 07, 2020",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Super cours !!,"Aug 06, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Excellent ! ,"Feb 10, 2016",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Excellent,"May 16, 2020",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Parfait !,"Feb 29, 2016",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Très bien,"Sep 13, 2015",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Génial !,"Sep 04, 2020",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Super ,"Aug 05, 2019",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
TOP !,"Jun 26, 2017",entrepreneur-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
J'ai tellement appris de ce cours. Merci .,"Jun 07, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
C'était un grand défi mais très utile. ,"May 23, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,J,CO,1CP
"je suis très content , c'est un bon cours ","Sep 03, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Je vous remercie pour ce excellent cours!,"Jul 16, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,1CP
j'ai vraiment profiter le cours français. ,"Apr 26, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Merci beaucoup pour le magnifique cours!!,"Jul 17, 2017",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,1CP
Un cours très utile et intéressant! Merci,"Feb 27, 2017",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,J,CO,1CP
C'est le meilleur formation en français. ,"May 24, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Merci beaucoup c'était un cour agréable. ,"Aug 04, 2019",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,J,CO,1CP
Très bon! J'ai appris beaucoup avec ça.,"May 29, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Mon français s'est amélioré énormément!,"May 16, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
"  Un cours très utile et complet, Merci!   ","Jul 13, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,1CP
Un cours exceptionnel! Merci beaucoup.,"May 07, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,1CP
J'ai aimé! Ce cours était incroyable!,"Sep 05, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Un cours très bien organisé!! Merci!!,"Jun 02, 2020",etudier-en-france,P,A,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
un cours vraiment intéressent Merci !,"Oct 28, 2018",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,1CP
Un cours très intéressant et amusant. ,"Nov 13, 2017",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
"Bon cours, je vous recommande!","Jul 24, 2017",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"c'est extraordinaire , merci beaucoup ","Apr 02, 2017",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,1CP
merci beaucoup cher famille coursera,"Mar 08, 2018",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
Très bonne course. C'était amusant!,"Aug 02, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
J'ai l'aimé. J'ai apprends beaucoup ,"Jul 07, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Merci beaucoup! C'était incroyable!,"May 16, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,1CP
Hyper utile et intéressant! Merci!,"Apr 23, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,J,CO,1CP
MERCI BEAUCOUP. EXCELLENTS COURS.,"Jun 12, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,1CP
J'ai appris beaucoup de ce cours! ,"May 16, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Très intéressant et interactive,"May 27, 2018",etudier-en-france,P,NE,NE,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Merci beaucoup! c'était super!,"Jun 22, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,1CP
  Excellent course niveau B1-B2.,"Apr 10, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
"Très bon cours, Merci Beaucoup ","Sep 20, 2019",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
Très professionnel et amusant  ,"Oct 28, 2019",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Super! Totalement recommandé!,"Sep 02, 2019",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
"Très bonne expérience, merci!","Feb 20, 2019",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,CO,1CP
Ce cours est vraiment bien!,"May 26, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
C'est un cours merveilleux!,"Feb 15, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
C'est un cours magnifiques!,"Feb 06, 2018",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
cour bien dispensé surtout ,"Apr 08, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
C'est fortement recommandé,"Dec 24, 2018",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Fantastique, intéressant!","Apr 28, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Merci pour cette course! ,"Oct 04, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Le cours est formidable!,"Nov 16, 2019",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
ces cours sont très bien,"Sep 18, 2017",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
j'aime beaucoup ce cours ,"Aug 27, 2017",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Merci pour votre cours!,"Sep 19, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
Ce cours est bien géré.,"May 28, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Je le ai aimé beaucoup,"May 01, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Excellent et stimulant,"Aug 05, 2019",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Très utile pour moi,"Oct 03, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
Un cours magnifique!!,"Jul 25, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Un cours excellent !!,"Jun 25, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
c'est bien formidable,"May 03, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Meilleure expérience,"Sep 07, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
"J'ai beaucoup appris  ""","Feb 10, 2018",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Vraiment magnifique!,"Jan 26, 2018",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
simplement génial!,"Sep 08, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Merci pour ce cours ,"Aug 18, 2019",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
j'ai aimé ce cours,"Jul 30, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Très bien! Merci.,"Sep 02, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
c'est incroyable!,"Jul 07, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
très bien exprimé,"Jun 15, 2017",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Très bon cours ! ,"Oct 04, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Excellent cours!,"Jun 22, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Un cours génial.,"Jun 21, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Merci pour tout!,"Jun 17, 2020",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
Merci beaucoup !,"Jul 22, 2019",etudier-en-france,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
très intéressant  ,"May 07, 2018",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Bonne expérience,"Sep 26, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
Très bon cours!,"Feb 07, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
C'est parfait!!,"May 02, 2018",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
très très bien,"Jan 15, 2017",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Très efficace ,"May 13, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
c'était super ,"May 11, 2020",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
C'est parfait ,"Oct 11, 2019",etudier-en-france,P,NE,NE,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,CO,1CP
